Name,Equat,Polar,BlueF,GreenF,RedF,Size,RadialVelocity
LeftDG0281,96.6341,121.0034,1.784e-17,1.368e-17,6.243e-18,53.2668,-631.64
LeftDG0282,96.2758,120.7984,1.177e-17,9.126e-18,4.954e-18,85.966,-631.81
LeftDG0283,96.131,120.4672,1.725e-17,1.506e-17,6.281e-18,68.0916,-632.04
LeftDG0284,96.8716,120.281,1.802e-17,1.52e-17,6.308e-18,68.2084,-632.01
LeftDG0285,95.4128,120.1261,1.679e-17,1.268e-17,5.997e-18,55.1298,-631.59
LeftDG0286,95.6831,120.2806,1.899e-17,1.534e-17,6.902e-18,64.0294,-631.64
LeftDG0287,96.5342,120.6916,1.715e-17,1.453e-17,6.533e-18,61.3987,-631.63
LeftDG0288,96.0365,121.018,1.748e-17,1.442e-17,6.386e-18,65.5777,-631.52
LeftDG0289,95.4368,120.8855,1.053e-17,9.774e-18,4.181e-18,73.7851,-632.01
LeftDG0290,96.6176,121.0571,1.865e-17,1.458e-17,6.486e-18,69.8089,-631.91
LeftDG0291,95.5319,120.7316,1.076e-17,9.53e-18,4.16e-18,79.1281,-631.72
LeftDG0325,134.9865,64.0148,1.171e-17,1.068e-17,4.778e-18,54.9382,-839.41
LeftDG0327,71.868,69.7218,3.08e-17,2.136e-17,7.11e-18,116.3141,-866.11
LeftDG0328,71.9771,69.7393,9.37e-18,8.611e-18,3.747e-18,42.2267,-866.09
LeftDG0329,71.7135,69.7371,1.101e-17,8.242e-18,4.081e-18,49.6229,-865.76
LeftDG0330,71.6351,69.5871,8.501e-18,8.106e-18,3.456e-18,39.197,-865.83
LeftDG0331,71.7007,69.6511,9.803e-18,8.059e-18,3.45e-18,41.1974,-866.04
LeftDG0332,71.9598,69.6953,1.137e-17,8.513e-18,3.7e-18,41.5113,-865.8
LeftDG0333,72.0396,69.6277,1.545e-17,1.159e-17,4.577e-18,43.4911,-865.85
LeftDG0334,72.0974,69.7976,1.152e-17,9.172e-18,4.347e-18,47.9494,-866.3
LeftDG0335,72.0835,69.7006,9.685e-18,9.218e-18,3.884e-18,46.1024,-866.26
LeftDG0336,72.0281,69.7789,1.046e-17,9.476e-18,4.024e-18,40.478,-866.09
LeftDG0337,71.9462,69.8059,9.307e-18,8.787e-18,4.134e-18,39.8065,-866.11
LeftDG0338,71.8064,69.7784,1.038e-17,8.267e-18,3.718e-18,38.7919,-866.17
LeftDG0339,71.8748,69.7154,1.05e-17,8.887e-18,4.038e-18,46.7662,-866.08
LeftDG0340,71.6677,69.7767,7.081e-18,5.835e-18,2.702e-18,48.4872,-865.88
LeftDG0341,123.4099,84.1994,4.948e-18,4.396e-18,2.122e-18,95.3117,-1016.91
LeftDG0342,123.3445,84.3528,8.748e-18,6.617e-18,3.475e-18,41.104,-1016.87
LeftDG0343,123.5092,84.2981,5.888e-18,4.746e-18,2.261e-18,51.9458,-1016.96
LeftDG0344,123.4619,84.1446,8.644e-18,7.379e-18,3.393e-18,42.1289,-1017.05
LeftDG0345,123.3187,84.1178,9.328e-18,7.868e-18,3.153e-18,40.3478,-1016.99
LeftDG0346,123.5192,84.2391,7.721e-18,6.495e-18,2.934e-18,37.0851,-1017.07
LeftDG0347,123.4663,84.0843,9.142e-18,7.087e-18,3.181e-18,41.3166,-1016.77
LeftDG0348,123.2673,84.262,8.301e-18,7.155e-18,3.049e-18,46.2078,-1016.87
LeftDG0349,123.3406,84.2662,5.493e-18,5.144e-18,2.225e-18,46.8116,-1016.82
LeftDG0374,77.1282,90.7008,1.3e-17,1.028e-17,4.802e-18,61.6885,-649.78
LeftDG0376,83.6291,124.2535,1.314e-17,1.145e-17,5.126e-18,50.2999,-803.11
LeftDG0377,83.5732,124.2924,1.205e-17,1.012e-17,4.279e-18,48.0187,-802.87
LeftDG0441,49.9998,89.3607,1.491e-17,1.339e-17,5.861e-18,84.5881,-628.33
LeftDG0465,65.9052,104.5119,7.084e-18,5.754e-18,2.685e-18,54.1975,-903.14
LeftDG0472,104.1478,79.6336,1.58e-17,1.297e-17,5.776e-18,103.0449,-599.6
LeftDG0473,104.3103,79.6362,2.162e-17,1.776e-17,7.666e-18,63.5263,-599.28
LeftDG0474,104.1932,79.7753,2.156e-17,1.701e-17,8.045e-18,67.5819,-599.47
LeftDG0475,104.1342,79.5849,2.121e-17,1.888e-17,7.077e-18,62.9508,-599.54
LeftDG0476,104.2648,79.5327,2.362e-17,1.781e-17,7.708e-18,89.345,-599.56
LeftDG0534,94.4184,83.8314,8.628e-18,7.008e-18,3.233e-18,95.4888,-816.49
LeftDG0535,94.3223,83.789,1.227e-17,9.964e-18,4.952e-18,53.8548,-816.36
LeftDG0536,94.4742,83.7705,1.369e-17,1.174e-17,5.6e-18,57.29,-816.43
LeftDG0537,94.3575,83.8575,9.082e-18,7.786e-18,3.381e-18,51.9393,-816.18
LeftDG0538,94.4474,83.8517,1.376e-17,9.469e-18,4.443e-18,46.0143,-816.16
LeftDG0539,94.32,83.9121,1.348e-17,1.043e-17,5.026e-18,42.5619,-816.21
LeftDG0540,94.3533,83.9474,1.273e-17,1.111e-17,5.182e-18,58.329,-816.37
LeftDG0595,93.9659,101.5665,9.922e-18,8.668e-18,4.471e-18,122.3315,-743.76
LeftDG0596,93.9394,101.6157,1.659e-17,1.404e-17,6.553e-18,57.0131,-743.87
LeftDG0597,93.7834,101.5679,1.103e-17,9.193e-18,4.112e-18,69.276,-743.85
LeftDG0598,94.0394,101.59,1.51e-17,1.319e-17,5.977e-18,58.4501,-743.65
LeftDG0599,93.82,101.6248,1.598e-17,1.35e-17,5.664e-18,73.0708,-743.74
LeftDG0600,94.0431,101.5645,1.039e-17,9.379e-18,4.097e-18,57.8495,-743.74
LeftDG0601,94.0376,101.4255,1.55e-17,1.148e-17,5.98e-18,51.0352,-743.61
LeftDG0602,93.8349,101.5626,1.555e-17,1.278e-17,5.323e-18,49.9382,-743.87
LeftDG0612,112.987,119.5294,6.43e-18,5.566e-18,2.836e-18,99.3609,-931.77
LeftDG0613,112.8686,119.6402,1.11e-17,8.721e-18,4.472e-18,52.7161,-931.99
LeftDG0614,113.1288,119.5138,9.47e-18,8.108e-18,3.725e-18,43.2128,-931.77
LeftDG0615,112.9472,119.5761,9.96e-18,7.874e-18,4.324e-18,42.6507,-931.75
LeftDG0616,112.8841,119.6009,1.191e-17,9.457e-18,3.989e-18,42.4275,-931.7
LeftDG0617,112.9917,119.6711,1.061e-17,9.352e-18,4.289e-18,35.7135,-931.85
LeftDG0618,113.0493,119.5275,1.146e-17,8.39e-18,3.565e-18,35.5653,-931.78
LeftDG0722,89.9296,65.1545,3.623e-17,2.592e-17,1.031e-17,191.2936,-834.16
LeftDG0723,90.1011,65.1757,1.292e-17,1e-17,4.513e-18,39.0439,-834.16
LeftDG0724,89.7732,65.2164,1.311e-17,1.082e-17,4.957e-18,50.5589,-834.15
LeftDG0725,89.8975,65.0414,1.17e-17,1.003e-17,4.75e-18,49.8558,-834.23
LeftDG0726,90.0204,65.0338,1.296e-17,9.758e-18,4.925e-18,48.9838,-834.29
LeftDG0727,89.7981,65.2131,1.296e-17,1.092e-17,5.01e-18,41.4432,-834.25
LeftDG0728,89.7694,65.2461,1.535e-17,1.142e-17,5.065e-18,51.609,-834.22
LeftDG0729,90.0048,65.0235,1.371e-17,9.39e-18,4.385e-18,50.327,-834.04
LeftDG0730,90.176,65.1803,1.3e-17,1.059e-17,4.564e-18,50.2635,-834.17
LeftDG0731,89.9211,64.9081,1.355e-17,1.09e-17,5.141e-18,55.2363,-834.04
LeftDG0732,90.0989,65.2527,1.592e-17,1.161e-17,5.665e-18,59.5013,-834.1
LeftDG0733,89.8177,65.2801,1.269e-17,1.14e-17,4.788e-18,43.891,-834.03
LeftDG0835,122.0003,124.2436,3.37e-17,2.776e-17,9.038e-18,140.9982,-823.48
LeftDG0836,122.0127,124.1897,1.214e-17,1.092e-17,4.493e-18,55.2221,-823.65
LeftDG0837,121.9575,124.2766,1.448e-17,1.097e-17,4.847e-18,58.2338,-823.84
LeftDG0838,122.0596,124.1219,1.826e-17,1.347e-17,5.608e-18,45.859,-823.54
LeftDG0839,122.0006,124.3569,1.243e-17,9.714e-18,4.462e-18,46.6314,-823.69
LeftDG0840,122.0884,124.1358,1.213e-17,9.839e-18,4.382e-18,39.8525,-823.71
LeftDG0841,122.1197,124.1844,9.222e-18,6.839e-18,3.138e-18,56.1323,-823.62
LeftDG0842,122.0867,124.1853,1.115e-17,9.894e-18,4.559e-18,45.8471,-823.38
LeftDG0843,122.1033,124.1739,1.272e-17,9.996e-18,4.837e-18,53.4065,-823.81
LeftDG0844,121.714,124.2109,1.305e-17,9.948e-18,4.973e-18,51.1444,-823.61
LeftDG0845,121.9935,124.3742,1.297e-17,1.041e-17,4.819e-18,52.3697,-823.7
LeftDG0846,122.1859,124.0769,1.075e-17,8.919e-18,4.198e-18,44.3437,-823.81
LeftDG0953,64.3381,80.7631,1.453e-17,1.324e-17,5.234e-18,89.0919,-628.4
LeftDG0954,64.2796,80.7998,1.412e-17,1.177e-17,5.449e-18,77.4517,-628.61
LeftDG0955,64.3242,80.8342,2.077e-17,1.589e-17,7.224e-18,54.9965,-628.64
LeftDG0999,101.7599,106.14,9.109e-17,7.371e-17,2.439e-17,224.1081,-425.36
LeftDG1000,101.7516,105.7327,3.467e-17,3.032e-17,1.332e-17,80.0916,-425.32
LeftDG1001,102.1245,106.1754,3.888e-17,3.245e-17,1.443e-17,94.118,-425.56
LeftDG1002,102.0153,106.1018,3.727e-17,2.991e-17,1.193e-17,64.2801,-425.28
LeftDG1003,101.6454,106.6356,2.557e-17,2.071e-17,9.481e-18,143.5543,-425.48
LeftDG1004,102.1588,106.3611,2.618e-17,2.138e-17,9.288e-18,113.6244,-425.01
LeftDG1005,101.2647,106.5768,4.986e-17,4.494e-17,1.608e-17,91.2086,-425.33
LeftDG1006,101.8765,105.9166,2.124e-17,1.868e-17,9.399e-18,181.0041,-425.19
LeftDG1007,101.0651,106.4396,3.321e-17,2.985e-17,1.175e-17,88.4453,-425.32
LeftDG1008,101.7978,106.3593,3.199e-17,2.969e-17,1.239e-17,75.5772,-425.38
LeftDG1009,101.7571,106.5502,2.309e-17,1.799e-17,7.853e-18,98.2526,-425.41
LeftDG1010,101.2863,106.3648,3.743e-17,3.275e-17,1.612e-17,87.1026,-425.33
LeftDG1011,102.0733,106.2126,2.844e-17,2.336e-17,1.037e-17,137.249,-425.29
LeftDG1012,102.035,106.5339,3.274e-17,2.672e-17,1.238e-17,86.5204,-425.16
LeftDG1013,101.4373,106.1572,2.374e-17,1.884e-17,8.381e-18,134.1202,-425.56
LeftDG1014,101.1807,106.1639,3.669e-17,2.843e-17,1.207e-17,81.1343,-425.19
LeftDG1015,102.1671,105.5118,3.986e-17,3.456e-17,1.441e-17,91.2986,-425.13
LeftDG1016,101.6214,106.0529,3.102e-17,2.812e-17,1.263e-17,78.6566,-425.3
LeftDG1017,102.1205,106.3954,3.469e-17,3.065e-17,1.486e-17,106.4796,-425.17
LeftDG1019,64.2526,118.5265,4.944e-17,3.991e-17,1.447e-17,199.5454,-626.04
LeftDG1020,64.2568,118.7123,2.047e-17,1.626e-17,8.347e-18,70.6105,-625.76
LeftDG1021,64.051,118.6144,1.829e-17,1.545e-17,7.417e-18,62.9213,-626.0
LeftDG1022,64.2366,118.4347,1.869e-17,1.597e-17,7.426e-18,81.9055,-626.23
LeftDG1023,63.9433,118.5408,2.007e-17,1.664e-17,6.992e-18,78.3288,-625.89
LeftDG1024,64.1846,118.5944,1.339e-17,1.142e-17,4.937e-18,78.6982,-626.06
LeftDG1025,64.4825,118.7244,1.963e-17,1.752e-17,6.949e-18,59.5928,-626.08
LeftDG1026,64.1284,118.739,1.881e-17,1.524e-17,6.793e-18,67.7656,-625.78
LeftDG1027,64.4537,118.5319,2.657e-17,2.272e-17,9.097e-18,67.0448,-625.81
LeftDG1028,64.3818,118.5371,1.827e-17,1.559e-17,7.737e-18,59.2509,-625.89
LeftDG1078,56.2249,123.6718,9.055e-18,7.078e-18,3.297e-18,45.9314,-880.05
LeftDG1079,56.3271,123.6902,1.178e-17,9.588e-18,4.292e-18,57.5898,-880.13
LeftDG1080,56.3536,123.6636,8.155e-18,6.398e-18,2.993e-18,49.4152,-880.4
LeftDG1081,56.2777,123.6106,1.09e-17,9.726e-18,4.53e-18,46.8208,-880.3
LeftDG1091,128.2693,82.975,6.966e-18,6.083e-18,2.617e-18,54.7831,-946.19
LeftDG1135,49.2023,80.0826,7.189e-17,5.91e-17,1.783e-17,83.9146,-574.05
LeftDG1136,49.5122,80.2383,2.583e-17,2.153e-17,1.018e-17,67.5412,-573.55
LeftDG1137,48.8234,79.9971,2.873e-17,2.237e-17,1.005e-17,95.5234,-573.86
LeftDG1138,49.2442,79.8282,1.792e-17,1.514e-17,6.988e-18,101.5672,-573.89
LeftDG1139,49.0863,80.3635,2.739e-17,2.194e-17,1.011e-17,84.4182,-573.83
LeftDG1140,49.1964,80.317,2.753e-17,2.268e-17,9.815e-18,74.4793,-573.77
LeftDG1141,49.0986,80.3344,4.178e-17,3.007e-17,1.325e-17,77.9614,-573.95
LeftDG1142,48.8426,79.9343,2.821e-17,2.48e-17,1.039e-17,74.4387,-573.58
LeftDG1143,49.0496,79.8691,3.053e-17,2.413e-17,1.006e-17,83.7969,-573.49
LeftDG1144,49.3146,80.2528,2.803e-17,2.421e-17,1.115e-17,70.226,-573.58
LeftDG1145,49.0863,80.0547,2.324e-17,2.215e-17,9.635e-18,70.8699,-573.94
LeftDG1146,49.0754,80.3914,3.82e-17,2.87e-17,1.15e-17,77.6731,-573.88
LeftDG1147,48.9478,80.1613,3.884e-17,3.266e-17,1.31e-17,81.3025,-573.71
LeftDG1148,48.888,80.0911,2.661e-17,2.13e-17,1.138e-17,69.8793,-573.71
LeftDG1202,64.2428,55.6611,1.298e-16,9.303e-17,4.33e-17,163.0041,-231.22
LeftDG1203,63.7393,55.859,1.216e-16,9.793e-17,4.067e-17,177.3519,-230.98
LeftDG1204,63.8298,55.7147,8.317e-17,6.104e-17,2.881e-17,212.3291,-231.13
LeftDG1210,72.3736,80.4431,7.725e-18,7.09e-18,2.943e-18,126.2832,-913.38
LeftDG1211,72.2677,80.4464,1.108e-17,9.308e-18,4.077e-18,41.3229,-913.25
LeftDG1212,72.2948,80.4208,1.207e-17,9.145e-18,3.987e-18,44.4282,-913.29
LeftDG1213,72.2983,80.4845,1.04e-17,1.031e-17,4.356e-18,42.3123,-913.5
LeftDG1214,72.4804,80.3877,9.442e-18,9.034e-18,4.296e-18,42.3409,-913.3
LeftDG1215,72.3388,80.3106,1.074e-17,9.328e-18,4.777e-18,37.5889,-913.31
LeftDG1216,72.3073,80.4425,1.241e-17,1.032e-17,4.593e-18,50.3619,-913.34
LeftDG1217,72.4324,80.4704,1.017e-17,8.399e-18,4.236e-18,48.011,-913.06
LeftDG1225,48.974,111.0313,1.205e-17,9.651e-18,4.22e-18,49.7854,-791.39
LeftDG1226,48.9438,110.9457,1.368e-17,1.118e-17,5.694e-18,48.3202,-791.37
LeftDG1227,48.9253,110.9677,1.24e-17,1.081e-17,5.067e-18,56.4559,-791.25
LeftDG1228,48.868,110.9875,1.339e-17,9.916e-18,4.405e-18,44.7106,-791.54
LeftDG1442,132.847,61.988,1.346e-17,1.008e-17,4.861e-18,74.9738,-704.84
LeftDG1445,103.996,118.5313,3.178e-17,2.516e-17,1.117e-17,90.2974,-529.13
LeftDG1446,104.0436,118.6005,3.165e-17,2.827e-17,1.169e-17,82.2243,-529.43
LeftDG1447,104.0092,118.589,3.072e-17,2.223e-17,1.105e-17,82.9714,-529.24
LeftDG1448,104.0432,118.4014,2.976e-17,2.36e-17,1.097e-17,66.6454,-529.02
RightDG0010,309.9896,63.7535,1.728e-17,1.319e-17,5.596e-18,50.4102,-629.64
RightDG0011,309.8957,63.8219,1.703e-17,1.567e-17,6.26e-18,70.1929,-629.54
RightDG0012,309.9235,63.7743,1.514e-17,1.458e-17,6.144e-18,52.2732,-629.49
RightDG0013,309.837,63.7018,1.733e-17,1.526e-17,6.893e-18,60.799,-629.52
RightDG0067,272.9331,117.077,4.323e-17,3.688e-17,1.841e-17,117.032,-465.16
RightDG0068,273.0521,117.0226,4.591e-17,3.671e-17,1.77e-17,89.7776,-465.06
RightDG0069,273.1198,116.9324,4.514e-17,3.605e-17,1.748e-17,118.1985,-465.03
RightDG0070,273.0435,116.9828,3.961e-17,3.062e-17,1.447e-17,83.2844,-464.99
RightDG0157,232.962,52.2435,2.934e-17,2.307e-17,7.477e-18,98.3427,-888.18
RightDG0158,233.0494,52.5103,6.449e-18,5.429e-18,2.899e-18,69.3113,-888.02
RightDG0159,233.1467,51.8707,1.117e-17,8.239e-18,3.995e-18,47.5193,-888.0
RightDG0160,233.2983,52.4951,9.34e-18,7.592e-18,3.576e-18,45.9085,-888.11
RightDG0161,233.0111,52.0153,6.864e-18,5.524e-18,2.747e-18,63.373,-888.23
RightDG0162,232.822,52.4357,6.502e-18,5.227e-18,2.708e-18,61.0884,-887.99
RightDG0163,233.2968,52.5223,1.097e-17,8.613e-18,4.273e-18,45.7392,-888.18
RightDG0164,232.7031,52.3704,1.039e-17,8.744e-18,3.657e-18,57.8001,-888.22
RightDG0165,233.2696,52.189,9.896e-18,8.454e-18,4.068e-18,42.3278,-888.16
RightDG0166,232.5701,52.2554,8.683e-18,8.033e-18,3.649e-18,45.0299,-887.96
RightDG0167,233.2662,52.588,9.481e-18,8.826e-18,3.764e-18,42.6166,-888.22
RightDG0168,232.9311,51.994,1.042e-17,7.676e-18,3.774e-18,39.9152,-888.35
RightDG0169,232.9521,52.4947,6.952e-18,4.897e-18,2.72e-18,65.1361,-888.32
RightDG0170,233.102,52.5902,9.672e-18,7.946e-18,3.667e-18,41.3771,-888.07
RightDG0171,233.2906,52.4204,1.109e-17,8.587e-18,3.695e-18,51.8971,-888.18
RightDG0172,233.28,52.0665,9.765e-18,9.316e-18,4.535e-18,46.0488,-888.31
RightDG0173,233.3845,52.5368,6.798e-18,5.604e-18,2.89e-18,49.4176,-888.23
RightDG0174,233.018,51.993,1.02e-17,8.923e-18,4.204e-18,46.4072,-888.03
RightDG0175,232.8489,52.6728,1.068e-17,8.456e-18,3.94e-18,44.411,-888.27
RightDG0176,232.9248,52.2817,7.721e-18,6.217e-18,3.029e-18,73.0061,-888.25
RightDG0177,233.0099,52.4983,9.916e-18,7.074e-18,3.478e-18,39.6775,-887.91
RightDG0178,232.9132,52.4957,9.889e-18,6.799e-18,3.902e-18,35.7979,-888.13
RightDG0179,233.0528,52.2181,9.517e-18,7.694e-18,3.533e-18,42.7058,-887.93
RightDG0180,232.8037,52.4372,1.023e-17,9.523e-18,4.063e-18,46.0071,-887.88
RightDG0181,233.1823,51.9857,1.034e-17,8.071e-18,4.094e-18,52.4693,-888.08
RightDG0182,233.3301,52.4424,1.023e-17,7.52e-18,3.756e-18,40.9009,-888.39
RightDG0183,229.6995,108.9442,5.322e-18,4.324e-18,2.254e-18,60.7331,-1056.89
RightDG0184,229.586,108.9364,8.218e-18,6.744e-18,3.008e-18,32.7776,-1056.77
RightDG0185,229.7656,108.9138,8.314e-18,6.935e-18,3.322e-18,44.4958,-1056.97
RightDG0186,229.7387,108.9734,9.028e-18,6.223e-18,2.77e-18,35.7806,-1056.91
RightDG0187,229.7733,108.9001,8.714e-18,7.688e-18,3.66e-18,42.3157,-1056.75
RightDG0210,286.0372,61.8462,6.173e-18,4.924e-18,2.672e-18,85.7055,-958.34
RightDG0211,286.0442,61.8402,8.999e-18,7.86e-18,3.832e-18,43.2964,-958.02
RightDG0212,286.1145,61.8027,1.02e-17,7.845e-18,3.676e-18,40.0275,-958.44
RightDG0213,286.1389,61.919,1.069e-17,8.473e-18,4.071e-18,45.5513,-958.31
RightDG0214,286.0965,61.834,7.212e-18,5.764e-18,2.747e-18,56.1854,-958.57
RightDG0215,286.0416,61.9129,9.822e-18,7.873e-18,3.77e-18,55.3898,-958.22
RightDG0216,286.065,61.9037,9.171e-18,7.997e-18,3.613e-18,37.1093,-958.23
RightDG0239,251.1851,114.0317,1.509e-17,1.305e-17,5.404e-18,134.2879,-625.87
RightDG0240,251.4647,114.0543,2.573e-17,1.955e-17,8.815e-18,88.5108,-625.74
RightDG0241,251.2688,113.8825,2.695e-17,2.061e-17,8.199e-18,71.6334,-625.57
RightDG0242,251.1697,114.1731,2.558e-17,2.018e-17,9.139e-18,69.893,-625.46
RightDG0243,251.2665,114.1336,1.636e-17,1.338e-17,5.967e-18,69.2695,-625.67
RightDG0244,251.1042,114.0451,2.408e-17,2.024e-17,1.033e-17,78.5447,-625.62
RightDG0245,250.9728,113.9457,2.263e-17,1.718e-17,8.417e-18,71.7306,-625.57
RightDG0246,251.4584,114.0137,2.794e-17,2.261e-17,9.334e-18,72.9691,-625.69
RightDG0247,251.2399,113.8471,2.236e-17,2.044e-17,8.731e-18,71.51,-625.54
RightDG0248,288.4163,117.2676,6.93e-17,4.843e-17,1.881e-17,200.7625,-571.84
RightDG0249,288.437,117.279,2.424e-17,1.98e-17,8.2e-18,62.5656,-572.08
RightDG0250,288.4213,117.3923,2.422e-17,1.926e-17,6.995e-18,66.0165,-572.01
RightDG0251,288.2391,117.3079,2.356e-17,2.111e-17,8.476e-18,71.7295,-571.98
RightDG0252,288.358,117.1007,2.772e-17,2.188e-17,1.028e-17,74.8509,-572.16
RightDG0253,288.6814,117.2815,2.368e-17,1.993e-17,8.498e-18,68.177,-571.91
RightDG0254,288.4472,117.2043,1.685e-17,1.364e-17,6.59e-18,136.5345,-572.07
RightDG0255,288.3736,117.1378,2.22e-17,2.032e-17,8.979e-18,59.0331,-572.08
RightDG0256,288.7046,117.1123,2.396e-17,1.897e-17,9.37e-18,62.7249,-572.01
RightDG0257,288.2957,117.6199,2.465e-17,2.277e-17,1.026e-17,66.5982,-572.09
RightDG0258,288.1867,117.0522,2.489e-17,2.027e-17,8.259e-18,67.6809,-571.69
RightDG0259,288.6087,117.5834,2.534e-17,2.18e-17,8.767e-18,72.9975,-571.74
RightDG0412,264.4622,78.4979,2.221e-17,1.755e-17,7.451e-18,94.1674,-507.16
RightDG0494,227.5432,104.7203,3.833e-17,3.045e-17,1.342e-17,102.0332,-443.67
RightDG0495,227.659,104.6252,3.471e-17,2.733e-17,1.315e-17,77.1966,-443.63
RightDG0496,227.6389,104.6711,2.527e-17,2.12e-17,9.285e-18,71.5755,-443.82
RightDG0530,272.784,49.1032,1.225e-17,9.237e-18,4.351e-18,41.111,-828.66
RightDG0531,272.8634,49.1466,1.175e-17,9.637e-18,4.612e-18,45.8077,-828.85
RightDG0532,272.9667,49.0647,1.134e-17,9.754e-18,4.396e-18,43.8465,-828.85
RightDG0533,272.9569,49.0664,1.139e-17,9.74e-18,4.941e-18,67.9626,-828.9
RightDG0619,284.9843,59.291,1.118e-16,8.033e-17,2.801e-17,212.7513,-474.99
RightDG0620,285.3224,58.5799,4.27e-17,2.978e-17,1.519e-17,110.0045,-474.59
RightDG0621,283.6918,59.2886,3.698e-17,3.055e-17,1.304e-17,83.0765,-474.76
RightDG0622,284.8691,58.811,3.669e-17,2.713e-17,1.228e-17,88.0927,-474.98
RightDG0623,286.2611,59.0833,4.062e-17,3.505e-17,1.446e-17,104.7623,-474.66
RightDG0624,284.6982,59.9572,4.073e-17,3.539e-17,1.515e-17,106.7645,-474.96
RightDG0625,285.1628,59.1338,2.763e-17,2.052e-17,9.818e-18,218.6631,-474.83
RightDG0626,285.7898,59.7918,3.864e-17,2.968e-17,1.442e-17,109.3009,-474.99
RightDG0627,285.5767,59.2616,3.831e-17,3.328e-17,1.325e-17,78.8914,-474.95
RightDG0628,285.7808,60.2238,3.57e-17,3.081e-17,1.437e-17,80.9612,-474.84
RightDG0629,285.0938,58.2178,3.775e-17,3.044e-17,1.25e-17,83.4194,-474.98
RightDG0630,286.3842,59.0436,3.62e-17,3.152e-17,1.322e-17,87.4924,-474.79
RightDG0631,285.5943,58.882,3.004e-17,2.355e-17,1.06e-17,168.3278,-474.66
RightDG0632,285.0608,58.4173,6.037e-17,4.576e-17,1.649e-17,96.211,-474.67
RightDG0633,283.8955,58.2749,3.848e-17,2.795e-17,1.3e-17,81.5002,-474.96
RightDG0634,285.0252,59.3675,5.516e-17,4.597e-17,1.811e-17,100.603,-474.93
RightDG0635,285.8395,58.3207,3.433e-17,3.242e-17,1.462e-17,103.1012,-474.95
RightDG0636,284.3449,59.0015,3.889e-17,3.121e-17,1.492e-17,87.4032,-474.73
RightDG0637,284.4077,59.0058,2.615e-17,2.068e-17,1.024e-17,150.8384,-474.65
RightDG0638,285.4354,60.1672,4.202e-17,3.393e-17,1.346e-17,104.1545,-475.08
RightDG0639,285.42,59.0089,3.089e-17,2.581e-17,1.161e-17,153.7948,-474.98
RightDG0640,285.12,57.8714,3.929e-17,3.396e-17,1.652e-17,104.379,-474.89
RightDG0641,284.4492,59.5851,4.2e-17,3.254e-17,1.462e-17,105.5399,-474.95
RightDG0642,284.0501,60.4728,3.99e-17,3.235e-17,1.26e-17,92.0559,-474.59
RightDG0643,283.5979,58.9988,4.542e-17,3.488e-17,1.643e-17,100.128,-474.93
RightDG0644,284.4432,59.6151,4.007e-17,3.379e-17,1.525e-17,120.1531,-474.74
RightDG0645,285.9144,59.843,4.133e-17,3.266e-17,1.475e-17,106.4467,-474.54
RightDG0646,285.8646,58.6633,4.149e-17,3.336e-17,1.439e-17,82.4122,-474.98
RightDG0647,284.6497,59.2076,2.721e-17,2.093e-17,9.55e-18,105.9827,-474.68
RightDG0648,284.8724,60.1972,3.427e-17,3.227e-17,1.497e-17,94.3647,-474.85
RightDG0649,286.0189,59.0101,3.577e-17,3.188e-17,1.457e-17,87.7085,-474.77
RightDG0650,284.5252,58.7209,4.244e-17,3.383e-17,1.617e-17,85.4322,-474.62
RightDG0651,286.0608,59.8182,2.615e-17,2.428e-17,9.782e-18,99.644,-474.85
RightDG0652,285.9549,59.7533,3.717e-17,3.165e-17,1.364e-17,105.0707,-474.78
RightDG0653,285.3907,59.5639,3.933e-17,2.996e-17,1.382e-17,86.3574,-474.63
RightDG0654,284.8044,60.4252,2.688e-17,2.285e-17,9.344e-18,89.6924,-474.85
RightDG0655,285.1989,59.1513,3.263e-17,2.474e-17,1.038e-17,158.288,-474.66
RightDG0656,285.7492,59.1824,3.614e-17,2.787e-17,1.328e-17,90.5729,-475.03
RightDG0657,285.0672,59.2526,2.782e-17,2.192e-17,9.457e-18,103.0042,-474.85
RightDG0658,284.6486,57.9073,4.317e-17,3.716e-17,1.651e-17,98.4723,-474.76
RightDG0659,285.2086,59.6836,4.108e-17,3.58e-17,1.767e-17,104.7618,-474.71
RightDG0744,292.777,64.2637,1.1e-17,9.99e-18,4.336e-18,45.0977,-631.15
RightDG0745,292.751,64.3537,1.603e-17,1.298e-17,5.627e-18,54.0883,-631.09
RightDG0753,301.0053,54.3215,9.877e-18,8.54e-18,3.701e-18,66.6162,-742.63
RightDG0803,276.1628,64.2499,7.874e-18,7.141e-18,3.131e-18,48.569,-896.87
RightDG0804,276.3041,64.2608,8.163e-18,6.528e-18,3.122e-18,57.3263,-897.02
RightDG0805,276.1827,64.1773,1.277e-17,1.016e-17,4.916e-18,51.7507,-897.09
RightDG0806,244.414,76.6962,4.376e-17,3.108e-17,1.125e-17,133.9625,-734.02
RightDG0807,244.1777,76.5726,1.461e-17,1.252e-17,4.996e-18,38.6484,-733.64
RightDG0808,244.1621,76.5783,1.473e-17,1.174e-17,5.146e-18,53.4092,-734.28
RightDG0809,244.5022,76.6399,1.552e-17,1.453e-17,6.221e-18,59.5791,-733.96
RightDG0810,244.5797,76.8642,1.564e-17,1.323e-17,6.093e-18,64.726,-733.94
